196
15
10000X110100010 1.0
100000111111001 1.0
1100X0011111111 1.0
100000111111001 1.0
100X11011X11111 1.0
110000111111001 1.0
1XXXXX111111111 1.0
11X000011X11111 1.0
01010011X110011 1.0
100001011111111 1.0
100000XX11XXX11 1.0
000000111X10011 1.0
110000111111001 1.0
000000111X10011 1.0
100000111111001 1.0
100001111111111 1.0
100001011111111 1.0
100000111111001 1.0
000000111111001 1.0
010010111110001 1.0
10000011XX11101 1.0
1000001110110X1 1.0
100000111011001 1.0
100000111011001 1.0
111111011111011 1.0
110000111111001 1.0
100000111011001 1.0
10000011XX1001X 1.0
1100XX0X1X0111X 1.0
1100X0X11111111 1.0
110110111111111 1.0
X10000111011001 1.0
X00110011111011 1.0
000000111100001 1.0
000000111111001 1.0
100000111111111 1.0
000000111110001 1.0
0100101XX1XXX01 1.0
111110011111011 1.0
0100101XX1XXX01 1.0
100000111111001 1.0
11000001111111X 1.0
110000111111111 1.0
110000111111001 1.0
11000XX11X111X1 1.0
111000011111111 1.0
000010111111001 1.0
100010111111011 1.0
100001111110011 1.0
100000111111111 1.0
000000111100000 1.0
100000111111001 1.0
100100111110001 1.0
000001110100011 1.0
000000111X10001 1.0
11110X111111X1X 1.0
000000111111001 1.0
000000111100011 1.0
110000111111011 1.0
000000000100010 1.0
0100010X11X101X 1.0
000000110100011 1.0
010000111000001 1.0
100000111111011 1.0
000000010100010 1.0
000000111000001 1.0
000000111011001 1.0
100000111111111 1.0
100000111111001 1.0
110000111111000 1.0
110000111110010 1.0
100000011111011 1.0
100000111111001 1.0
000100111111001 1.0
110X1011111001X 1.0
010000111110001 1.0
110001111111011 1.0
110110111111111 1.0
110000111X11X11 1.0
10000011XX1XX1X 1.0
110000111111001 1.0
100001111111111 1.0
000000111110011 1.0
000000111000001 1.0
110001111111111 1.0
110000111111001 1.0
100000111011001 1.0
100110011111011 1.0
100000111111101 1.0
100000111111001 1.0
110000111111101 1.0
100000111111001 1.0
001000111110001 1.0
110000111011001 1.0
110100111111001 1.0
000000111011011 1.0
100000111100001 1.0
100000111011001 1.0
110000111111101 1.0
110000111X1X001 1.0
000000111000001 1.0
011110110111111 1.0
100110111111011 1.0
100000011010111 1.0
000000111111001 1.0
100000011111011 1.0
100000111111001 1.0
100000111111001 1.0
010010110100011 1.0
100000111111101 1.0
110000111010000 1.0
110011111111111 1.0
000000111111001 1.0
100000111111001 1.0
100000111110000 1.0
110000011X11111 1.0
010010111111011 1.0
100000111111011 1.0
0100001XX110010 1.0
000000111000001 1.0
110000111111001 1.0
110110011X11111 1.0
11000X011X11X11 1.0
110111111111111 1.0
1100001110110X1 1.0
000000111111001 1.0
110000111111001 1.0
1111101XXXXX011 1.0
110010011X11011 1.0
100000111111001 1.0
111001011111X11 1.0
1000000111XXX11 1.0
1100X0111111001 1.0
010000111100010 1.0
100000011XXXX1X 1.0
010000111111111 1.0
100000111111001 1.0
110000111111X11 1.0
110000011X11111 1.0
111001111111001 1.0
110000111111001 1.0
100000111X11001 1.0
X11000X11111XXX 1.0
0000001111000X0 1.0
000001XX11XXX00 1.0
010XX0111111001 1.0
X00000110111011 1.0
000000111111001 1.0
X10000X1111100X 1.0
110000111111001 1.0
100000111011111 1.0
110000011111111 1.0
000000110110010 1.0
100000111111111 1.0
110000111011001 1.0
000000111111001 1.0
010000111111001 1.0
100X00X11111011 1.0
100000011111111 1.0
1100001111XX11X 1.0
100000111011001 1.0
100100111100001 1.0
100000111111001 1.0
100000111100001 1.0
000000111100001 1.0
100000110X11001 1.0
000000111111001 1.0
0001X0111XXX001 1.0
111010X11111111 1.0
100000111X1001X 1.0
110000111111111 1.0
111110111111111 1.0
100000111010001 1.0
0000001100XX00X 1.0
000000111010001 1.0
1100X00111XXX11 1.0
000000011XXX00X 1.0
010000111011001 1.0
100000111110011 1.0
010010111111001 1.0
110001111111111 1.0
110000111111011 1.0
000000111X10000 1.0
110000011X11111 1.0
010000111111001 1.0
100000X1110X001 1.0
011000111111000 1.0
110000111010001 1.0
010000111010000 1.0
011000111111001 1.0
011011111111101 1.0
011000111111101 1.0
000000111111X01 1.0
000000111100001 1.0
011000111111101 1.0
X10XXX11111100X 1.0
