000000000000000 8.8449842246e+00 6.3823741560e-04
100000000000000 7.5284881045e+00 1.7109418917e-04
010000000000000 5.5406245533e+00 2.3437813217e-05
110000000000000 4.2241285383e+00 6.2830444783e-06
001000000000000 8.1144956003e+00 3.0742209777e-04
101000000000000 5.4553682686e+00 2.1522402791e-05
011000000000000 6.8425714045e+00 8.6167882791e-05
111000000000000 4.1834441780e+00 6.0325529279e-06
000100000000000 7.3141173614e+00 1.3808141510e-04
100100000000000 6.6645733558e+00 7.2117697370e-05
010100000000000 3.8700465357e+00 4.4095500290e-06
110100000000000 3.2205026352e+00 2.3030371446e-06
001100000000000 8.2803218569e+00 3.6287120755e-04
101100000000000 6.2881466397e+00 4.9495054427e-05
011100000000000 6.8686865068e+00 8.8447806507e-05
111100000000000 4.8765113947e+00 1.2064141123e-05
000010000000000 6.6770663268e+00 7.3024313039e-05
100010000000000 4.3123228631e+00 6.8623433343e-06
010010000000000 4.5169657425e+00 8.4206907083e-06
110010000000000 2.1522223839e+00 7.9132106036e-07
001010000000000 6.4582909106e+00 5.8675192636e-05
101010000000000 2.7509162353e+00 1.4399988999e-06
011010000000000 6.3306258018e+00 5.1642858360e-05
111010000000000 2.6232512317e+00 1.2674124055e-06
000110000000000 8.5855412558e+00 4.9238817059e-04
100110000000000 6.8877499066e+00 9.0150096568e-05
010110000000000 6.2857295171e+00 4.9375563282e-05
110110000000000 4.5879382731e+00 9.0400471249e-06
001110000000000 1.0063458959e+01 2.1585350946e-03
101110000000000 7.0230363987e+00 1.0320966615e-04
011110000000000 9.7960826963e+00 1.6521104506e-03
111110000000000 6.7556602407e+00 7.8995141847e-05
000001000000000 8.1756876813e+00 3.2682138408e-04
100001000000000 7.0975366286e+00 1.1119247881e-04
010001000000000 4.8713281250e+00 1.2001771205e-05
110001000000000 3.7931771774e+00 4.0832910439e-06
001001000000000 8.9170263276e+00 6.8591412787e-04
101001000000000 6.4962440633e+00 6.0944900020e-05
011001000000000 7.6451022468e+00 1.9225610455e-04
111001000000000 5.2243200877e+00 1.7082357435e-05
000101000000000 6.6448207522e+00 7.0707161817e-05
100101000000000 6.2336218140e+00 4.6868599373e-05
010101000000000 3.2007500415e+00 2.2579925261e-06
110101000000000 2.7895512084e+00 1.4967219090e-06
001101000000000 9.0828525182e+00 8.0963103577e-04
101101000000000 7.3290223685e+00 1.4015493409e-04
011101000000000 7.6712172831e+00 1.9734301300e-04
111101000000000 5.9173872385e+00 3.4161980785e-05
000011000000000 6.4058889009e+00 5.5679665875e-05
100011000000000 4.2794905046e+00 6.6406949484e-06
010011000000000 4.2457884316e+00 6.4206190989e-06
110011000000000 2.1193901405e+00 7.6576208976e-07
001011000000000 7.6589407553e+00 1.9493513644e-04
101011000000000 4.1899111475e+00 6.0716916818e-06
011011000000000 7.5312757616e+00 1.7157180651e-04
111011000000000 4.0622462589e+00 5.3439889748e-06
000111000000000 8.3143637640e+00 3.7543669868e-04
100111000000000 6.8549174822e+00 8.7238312371e-05
010111000000000 6.0145521403e+00 3.7647940614e-05
110111000000000 4.5551059637e+00 8.7480610185e-06
001111000000000 1.1264108738e+01 7.1712471063e-03
101111000000000 8.4620312448e+00 4.3517896449e-04
011111000000000 1.0996732590e+01 5.4887658209e-03
111111000000000 8.1946552019e+00 3.3307953861e-04
000000100000000 9.6323581231e+00 1.4026018251e-03
100000100000000 7.4954701414e+00 1.6553725176e-04
010000100000000 6.4744132016e+00 5.9628837987e-05
110000100000000 4.3375253250e+00 7.0374890626e-06
001000100000000 7.9928521370e+00 2.7221120428e-04
101000100000000 4.5133329438e+00 8.3901555318e-06
011000100000000 6.8673426911e+00 8.8329028787e-05
111000100000000 3.3878236030e+00 2.7224976627e-06
000100100000000 8.1014916194e+00 3.0345026745e-04
100100100000000 6.6315557522e+00 6.9775424725e-05
010100100000000 4.8038355436e+00 1.1218471466e-05
110100100000000 3.3338997815e+00 2.5795781963e-06
001100100000000 8.1586787531e+00 3.2130951104e-04
101100100000000 5.3461116744e+00 1.9294841660e-05
011100100000000 6.8934581529e+00 9.0666167053e-05
111100100000000 4.0808911793e+00 5.4445618976e-06
000010100000000 7.1589764754e+00 1.1823836032e-04
100010100000000 3.9738411501e+00 4.8918339027e-06
010010100000000 5.1452906410e+00 1.5784315471e-05
110010100000000 1.9601554209e+00 6.5303897536e-07
001010100000000 6.0311836975e+00 3.8279320351e-05
101010100000000 1.5034171607e+00 4.1359968184e-07
011010100000000 6.0499333386e+00 3.9003814651e-05
111010100000000 1.5221669070e+00 4.2142772855e-07
000110100000000 9.0674517639e+00 7.9725763156e-04
100110100000000 6.5492685532e+00 6.4263683088e-05
010110100000000 6.9140547752e+00 9.2552947802e-05
110110100000000 4.3958716695e+00 7.4603160837e-06
001110100000000 9.6363521058e+00 1.4082149946e-03
101110100000000 5.7755376835e+00 2.9644120169e-05
011110100000000 9.5153905926e+00 1.2477743295e-03
111110100000000 5.6545762754e+00 2.6266710835e-05
000001100000000 8.9503172287e+00 7.0913317437e-04
100001100000000 7.0517743144e+00 1.0621872682e-04
010001100000000 5.7923724222e+00 3.0147395555e-05
110001100000000 3.8938296131e+00 4.5156797414e-06
001001100000000 8.7826385132e+00 5.9966107913e-04
101001100000000 5.5414643874e+00 2.3457505360e-05
011001100000000 7.6571291823e+00 1.9458231689e-04
111001100000000 4.4159551616e+00 7.6116599527e-06
000101100000000 7.4194506591e+00 1.5341961872e-04
100101100000000 6.1878598593e+00 4.4772135639e-05
010101100000000 4.1217946982e+00 5.6718810212e-06
110101100000000 2.8902040036e+00 1.6552136892e-06
001101100000000 8.9484650634e+00 7.0782095808e-04
101101100000000 6.3742430521e+00 5.3945224269e-05
011101100000000 7.6832445781e+00 1.9973084644e-04
111101100000000 5.1090226719e+00 1.5222107108e-05
000011100000000 6.8750546985e+00 8.9012856358e-05
100011100000000 3.9282644406e+00 4.6738846415e-06
010011100000000 4.8613689791e+00 1.1882837038e-05
110011100000000 1.9145788263e+00 6.2394374970e-07
001011100000000 7.2190891911e+00 1.2556396442e-04
101011100000000 2.9296677218e+00 1.7218406019e-06
011011100000000 7.2378389473e+00 1.2794046794e-04
111011100000000 2.9484175830e+00 1.7544294376e-06
000111100000000 8.7835299210e+00 6.0019586001e-04
100111100000000 6.5036917777e+00 6.1400494691e-05
010111100000000 6.6301330472e+00 6.9676225465e-05
110111100000000 4.3502950090e+00 7.1279318078e-06
001111100000000 1.0824257533e+01 4.6192315901e-03
101111100000000 7.2017881786e+00 1.2341026502e-04
011111100000000 1.0703296135e+01 4.0929540482e-03
111111100000000 7.0808268855e+00 1.0934991828e-04
000000010000000 5.6745343890e+00 2.6796211171e-05
100000010000000 4.3580389655e+00 7.1833444813e-06
010000010000000 2.4743157270e+00 1.0920338132e-06
110000010000000 1.1578204087e+00 2.9274496458e-07
001000010000000 3.6838275858e+00 3.6603314377e-06
101000010000000 1.0247009508e+00 2.5625738358e-07
011000010000000 2.5160443994e+00 1.1385670677e-06
111000010000000 -1.4308213054e-01 7.9710335920e-08
000100010000000 2.3807111205e+00 9.9445267832e-07
100100010000000 1.7311678115e+00 5.1938696611e-07
010100010000000 -9.5921869584e-01 3.5242850902e-08
110100010000000 -1.6087618997e+00 1.8406787704e-08
001100010000000 2.0866974371e+00 7.4113206170e-07
101100010000000 9.4522916576e-02 1.0108930255e-07
011100010000000 7.7920309628e-01 2.0047398537e-07
111100010000000 -1.2129713191e+00 2.7344354046e-08
000010010000000 2.8549537835e+00 1.5978834309e-06
100010010000000 4.9021101648e-01 1.5015865119e-07
010010010000000 7.9899420858e-01 2.0448111046e-07
110010010000000 -1.5657484534e+00 1.9215801587e-08
001010010000000 1.3759601884e+00 3.6410474298e-07
101010010000000 -2.3314137902e+00 8.9358171832e-09
011010010000000 1.3524360890e+00 3.5563946619e-07
111010010000000 -2.3549377844e+00 8.7280642408e-09
000110010000000 3.0004723072e+00 1.8481745487e-06
100110010000000 1.3026816547e+00 3.3837780852e-07
010110010000000 8.0480157790e-01 2.0567206259e-07
110110010000000 -8.9298896952e-01 3.7656004505e-08
001110010000000 3.2181718319e+00 2.2976754689e-06
101110010000000 1.7774996784e-01 1.0986269525e-07
011110010000000 3.0549365781e+00 1.9516256509e-06
111110010000000 1.4514819202e-02 9.3316432006e-08
000001010000000 3.1161039426e+00 2.0747279920e-06
100001010000000 2.0379535866e+00 7.0587274955e-07
010001010000000 -8.4114604370e-02 8.4552005004e-08
110001010000000 -1.1622648553e+00 2.8766644473e-08
001001010000000 2.5972244100e+00 1.2348512583e-06
101001010000000 1.7644284237e-01 1.0971918473e-07
011001010000000 1.4294413385e+00 3.8410760388e-07
111001010000000 -9.9134012397e-01 3.4128788624e-08
000101010000000 -1.7771939184e-01 7.6996656699e-08
100101010000000 -5.8891763339e-01 5.1037658381e-08
010101010000000 -3.5176490932e+00 2.7287190866e-09
110101010000000 -3.9288472297e+00 1.8087466803e-09
001101010000000 1.0000941953e+00 2.5002866931e-07
101101010000000 -7.5373525779e-01 4.3282402147e-08
011101010000000 -3.0740003054e-01 6.7632008041e-08
111101010000000 -2.0612293785e+00 1.1707761697e-08
000011010000000 6.9464245459e-01 1.8421873852e-07
100011010000000 -1.4317552450e+00 2.1971060338e-08
010011010000000 -1.3613170054e+00 2.3574470968e-08
110011010000000 -3.4877145999e+00 2.8116367676e-09
001011010000000 6.8747613003e-01 1.8290328636e-07
101011010000000 -2.7815527811e+00 5.6969367160e-09
011011010000000 6.6395214561e-01 1.7865088511e-07
111011010000000 -2.8050766604e+00 5.5644866419e-09
000111010000000 8.4016091230e-01 2.1307459285e-07
100111010000000 -6.1928467281e-01 4.9511091760e-08
010111010000000 -1.3555097020e+00 2.3711773364e-08
110111010000000 -2.8149551820e+00 5.5097883543e-09
001111010000000 2.5296877075e+00 1.1542073390e-06
101111010000000 -2.7238908909e-01 7.0041806827e-08
011111010000000 2.3664525688e+00 9.8037383383e-07
111111010000000 -4.3562412275e-01 5.9492917420e-08
000000110000000 9.3907414757e+00 1.1015434261e-03
100000110000000 7.2538541906e+00 1.3000596121e-04
010000110000000 6.3369375636e+00 5.1969846627e-05
110000110000000 4.2000503836e+00 6.1335671524e-06
001000110000000 6.4910173107e+00 6.0627187131e-05
101000110000000 3.0114988141e+00 1.8686662263e-06
011000110000000 5.4696488742e+00 2.1831960812e-05
111000110000000 1.9901304827e+00 6.7291019166e-07
000100110000000 6.0969185667e+00 4.0880152689e-05
100100110000000 4.6269833961e+00 9.3999983187e-06
010100110000000 2.9034035002e+00 1.6772065044e-06
110100110000000 1.4334684348e+00 3.8565756099e-07
001100110000000 4.8938875215e+00 1.2275601025e-05
101100110000000 2.0813211395e+00 7.3715820704e-07
011100110000000 3.7328079306e+00 3.8440790094e-06
111100110000000 9.2024165365e-01 2.3083958843e-07
000010110000000 6.2656971204e+00 4.8396293715e-05
100010110000000 3.0805624918e+00 2.0022841543e-06
010010110000000 4.3561522953e+00 7.1698046557e-06
110010110000000 1.1710177718e+00 2.9663403246e-07
001010110000000 3.8776861635e+00 4.4433663576e-06
101010110000000 -6.5007967659e-01 4.8009634843e-08
011010110000000 4.0005768140e+00 5.0243843463e-06
111010110000000 -5.2718892100e-01 5.4287417179e-08
000110110000000 6.4112160036e+00 5.5977068615e-05
100110110000000 3.8930334895e+00 4.5120861329e-06
010110110000000 4.3619600241e+00 7.2115660891e-06
110110110000000 1.8437776151e+00 5.8129536921e-07
001110110000000 5.7198981665e+00 2.8039781812e-05
101110110000000 1.8590844409e+00 5.9026160337e-07
011110110000000 5.7030776626e+00 2.7572083044e-05
111110110000000 1.8422640421e+00 5.8041620174e-07
000001110000000 6.8195666782e+00 8.4208241161e-05
100001110000000 4.9210244606e+00 1.2613284385e-05
010001110000000 3.7657628811e+00 3.9728709531e-06
110001110000000 1.8672207685e+00 5.9508375587e-07
001001110000000 5.3916697838e+00 2.0194209362e-05
101001110000000 2.1504963547e+00 7.8995639514e-07
011001110000000 4.3703014622e+00 7.2719725091e-06
111001110000000 1.1291281382e+00 2.8446480323e-07
000101110000000 3.5257437032e+00 3.1251110467e-06
100101110000000 2.2941536001e+00 9.1199544302e-07
010101110000000 3.3222875172e-01 1.2821520548e-07
110101110000000 -8.9936124627e-01 3.7416812930e-08
001101110000000 3.7945399286e+00 4.0888593471e-06
101101110000000 1.2203186140e+00 3.1162483341e-07
011101110000000 2.6334604527e+00 1.2804179742e-06
111101110000000 5.9239243168e-02 9.7584691958e-08
000011110000000 4.0926414403e+00 5.5089142593e-06
100011110000000 1.1458518791e+00 2.8926212166e-07
010011110000000 2.1830967302e+00 8.1613364606e-07
110011110000000 -7.6369272584e-01 4.2853557656e-08
001011110000000 3.1764577541e+00 2.2038015983e-06
101011110000000 -1.1129630186e+00 3.0220435708e-08
011011110000000 3.2993485195e+00 2.4919726701e-06
111011110000000 -9.9007214808e-01 3.4172090552e-08
000111110000000 4.2381602576e+00 6.3718278296e-06
100111110000000 1.9583228109e+00 6.5184330556e-07
010111110000000 2.1889043931e+00 8.2088726548e-07
110111110000000 -9.0932948456e-02 8.3977461285e-08
001111110000000 5.0186696911e+00 1.3907048603e-05
101111110000000 1.3962010329e+00 3.7154962159e-07
011111110000000 5.0018493022e+00 1.3675082982e-05
111111110000000 1.3793807491e+00 3.6535231783e-07
000000001000000 6.1742438771e+00 4.4166650528e-05
100000001000000 5.3240163685e+00 1.8873191627e-05
010000001000000 4.6489650784e+00 9.6089138405e-06
110000001000000 3.7987376749e+00 4.1060594168e-06
001000001000000 4.3663461943e+00 7.2432667167e-06
101000001000000 2.1734874742e+00 8.0832876846e-07
011000001000000 4.8735028712e+00 1.2027900413e-05
111000001000000 2.6806442562e+00 1.3422809529e-06
000100001000000 4.6433768546e+00 9.5553668352e-06
100100001000000 4.4601014605e+00 7.9552140960e-06
010100001000000 2.9783869017e+00 1.8078043017e-06
110100001000000 2.7951116127e+00 1.5050674688e-06
001100001000000 4.5321722917e+00 8.5497189064e-06
101100001000000 3.0062656861e+00 1.8589127993e-06
